,Unnamed: 0,DealerID,NewUsed,Year,Make,Model,ModelNumber,ExteriorColor,InteriorColor,EngineCylinders,Trim,Doors,Transmission,SellingPrice,MSRP,Miles,Certified,EPACity,EPAHighway,FuelType,DriveTrain,TransmissionDescription,EPA_Unit,Safety details,Finance,discounts and offers,address and contact details,Working hours and Days,Trade in and Exchange
105,105,2013,NEW,2023,Ram,1500,DT6M98,Bright White Clearcoat,Black,8,"Limited 4x4 Crew Cab 5'7"" Box",4,Automatic,79112,80200,12,FALSE,17,22,Diesel,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
106,106,2013,NEW,2023,Jeep,Compass,MPJM74,Bright White Clearcoat,Black,4,Latitude 4x4,4,Automatic,33297,35885,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
107,107,2013,NEW,2023,Jeep,Wagoneer,WSJP75,Bright White Clearcoat,Black,6,Series III 4x4,4,Automatic,79917,82005,0,FALSE,17,24,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
108,108,2013,USED,2022,Dodge,Charger,LDDS48,White Knuckle Clearcoat,Black,6,GT RWD,4,Automatic,34213,39988,13055,FALSE,19,30,Gasoline,Rear Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
109,109,2013,USED,2022,Dodge,Charger,LDDS48,Granite Crystal Metallic Clearcoat,Black,6,GT RWD,4,Automatic,33983,39988,14466,FALSE,19,30,Gasoline,Rear Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
110,110,2013,USED,2017,Jeep,Wrangler Unlimited,JKJM74,Firecracker Red Clearcoat,Black,6,Sport 4x4,4,Manual,22413,25888,108456,FALSE,16,21,Gasoline,Four Wheel Drive,5-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
111,111,2013,USED,2017,Jeep,Compass,MKJM49,Granite Crystal Metallic Clearcoat,Gray,4,High Altitude 4x4 *Ltd Avail*,4,Automatic,18253,20988,33403,FALSE,20,25,Gasoline,Four Wheel Drive,6-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
112,112,2013,NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,4,Automatic,33792,36380,12,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
113,113,2013,NEW,2023,Ram,3500,D28H91,Granite Crystal Metallic Clearcoat,Black,8,"Big Horn 4x4 Crew Cab 6'4"" Box",4,Automatic,79742,80830,0,FALSE,0,0,Diesel,Four Wheel Drive,Aisin 6-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
114,114,2013,USED,2022,Jeep,Wrangler,JLJL74,Bright White Clearcoat,Black,6,Unlimited High Tide 4x4,4,Automatic,50983,54988,6171,FALSE,19,24,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
115,115,2013,NEW,2023,Jeep,Compass,MPJM74,Diamond Black Crystal Pearlcoat,Black,4,Latitude 4x4,4,Automatic,33792,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
116,116,2013,NEW,2023,Jeep,Compass,MPJM74,Granite Crystal Metallic Clearcoat,Black,4,Latitude 4x4,4,Automatic,33792,36380,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
117,117,2013,NEW,2023,Jeep,Compass,MPJM74,Granite Crystal Metallic Clearcoat,Black,4,Latitude 4x4,4,Automatic,33792,36380,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
118,118,2013,USED,2019,Jeep,Wrangler Unlimited,JLJS74,Sting-Gray Clearcoat,Black,6,Rubicon 4x4,4,Manual,41213,39888,70855,FALSE,18,23,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
119,119,2013,NEW,2023,Jeep,Wagoneer,WSJP75,Diamond Black Crystal Pearlcoat,Black,6,Series III 4x4,4,Automatic,80562,82650,0,FALSE,17,24,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
120,120,2013,USED,2021,Ram,1500,DT6H91,Diamond Black Crystal Pearlcoat,Black,6,"Big Horn 4x4 Crew Cab 6'4"" Box",4,Automatic,41143,45888,24030,FALSE,15,21,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
121,121,2013,NEW,2023,Jeep,Grand Cherokee L,WLJT75,Diamond Black Crystal Pearlcoat,Global Black,6,Summit Reserve 4x4,4,Automatic,70452,74040,10,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
122,122,2013,NEW,2023,Jeep,Wagoneer,WSJP75,Diamond Black Crystal Pearlcoat,Black,6,Series III 4x4,4,Automatic,80562,82650,10,FALSE,17,24,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
123,123,2013,NEW,2023,Jeep,Grand Cherokee,WLJT74,Hydro Blue Pearlcoat,Global Black,6,Summit Reserve 4x4,4,Automatic,68792,72880,5,FALSE,19,26,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
124,124,2013,NEW,2023,Jeep,Grand Cherokee L,WLJT75,Velvet Red Pearlcoat,Global Black,6,Summit Reserve 4x4,4,Automatic,70452,74040,12,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
125,125,2013,NEW,2023,Ram,ProMaster Cargo Van,VF2L13,Bright White Clearcoat,Black,6,"2500 High Roof 136"" WB",3,Automatic,52765,52765,0,FALSE,0,0,Gasoline,Front Wheel Drive,9-Speed 948TE Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
126,126,2013,NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,4,Automatic,35777,38365,0,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
127,127,2013,NEW,2023,Jeep,Grand Cherokee L,WLJT75,Bright White Clearcoat,Global Black,6,Summit Reserve 4x4,4,Automatic,69957,73545,5,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
128,128,2013,NEW,2023,Jeep,Grand Cherokee 4xe,WLXP74,Silver Zynith,Global Black,4,4x4,4,Automatic,64357,66445,12,FALSE,0,0,Hybrid,Four Wheel Drive,8-Speed Automatic,,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
129,129,2013,NEW,2023,Jeep,Grand Cherokee L,WLJT75,Bright White Clearcoat,Global Black,6,Summit Reserve 4x4,4,Automatic,69957,73545,8,FALSE,18,25,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
130,130,2013,NEW,2023,Jeep,Compass,MPJE74,Diamond Black Crystal Pearlcoat,Black,4,Latitude Lux,4,Automatic,35777,38365,5,FALSE,24,32,Gasoline,Four Wheel Drive,8-Speed Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
131,131,2013,USED,2013,Jeep,Wrangler Unlimited,JKJM74,Billet Metallic Clearcoat,Black Interior,6,4WD 4dr Sport,4,Manual,18243,19988,101248,FALSE,16,21,Gasoline,Four Wheel Drive,6-Speed Manual,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
132,132,2013,USED,2020,Jeep,Cherokee,KLJP74,Velvet Red Pearlcoat,Black,6,Limited 4x4,4,Automatic,25000,28988,35179,FALSE,19,27,Gasoline,Four Wheel Drive,9-Speed 948TE Automatic,MPG,"At our dealership, we prioritize your safety. Our vehicles are equipped with advanced safety features, including modern driver assistance systems and robust airbag systems, designed to provide you with a secure driving experience.","we offer a range of choices to fit your budget and preferences. Our team can assist you in exploring loan options, lease agreements, and any available special promotions to help you make an informed decision that aligns with your financial needs. Contact (76625555576)","We have a variety of special offers, promotions, and discounts available for our vehicles, such as seasonal sales, financing incentives, and trade-in bonuses. These offers vary based on the model, trim, and availability.  For moe details please contact(76625555576)","Phone: (555) 123-4567
Address: 567 Oak Avenue, Anytown, CA 98765
Email: jessica.smith@example.com",Working Days: All week days except Sundays .  Working Hours: Morning  9AM-7PM                              ," At our car dealership, we offer both trade-in and exchange options for your convenience.  Our team will be happy to provide you with more details and guide you through the process.




"
